----------- SubDyn v1.01.x MultiMember Support Structure Input File. Seismic DATA ------------
OC3 Monopile configuration.
-------------------------- SEISMIC DATA  ---------------------------------
        0.0050   DeltaTUg    - Time delta in input signal (s)
         20001   NtUg        - Number of data points
           0.0   UgDir       - Direction of shaking. 0-90º (0 => shaking in x, 90=> shanking in y)
      t        ug(t)      velg(t)      accg(t)      PHIg(t)   PHIvelg(t)   PHIaccg(t)        Vg(t)     Vvelg(t)     Vaccg(t)
    (s)       (m)          (m/s)       (m/s2)       (rad)      (rad/s)      (rad/s2)         (m)          (m/s)       (m/s2)
25.710000 0.00026946 -0.01964031 -0.00006572 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
25.715000 0.00017046 -0.01995827 -0.00006400 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
25.720000 0.00006993 -0.02025644 -0.00005765 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
25.725000 -0.00003199 -0.02050971 -0.00004568 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
25.730000 -0.00013503 -0.02070505 -0.00003401 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
25.735000 -0.00023891 -0.02084780 -0.00002422 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
25.740000 -0.00034336 -0.02093473 -0.00001124 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
25.745000 -0.00044807 -0.02094922 0.00000533 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.750000 -0.00055265 -0.02087937 0.00002317 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.755000 -0.00065663 -0.02071364 0.00004445 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.760000 -0.00075954 -0.02045270 0.00006200 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.765000 -0.00086100 -0.02012842 0.00007029 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.770000 -0.00096080 -0.01979106 0.00006734 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.775000 -0.00105900 -0.01948910 0.00005585 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.780000 -0.00115586 -0.01925524 0.00003956 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.785000 -0.00125175 -0.01909980 0.00002385 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.790000 -0.00134701 -0.01900477 0.00001491 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.795000 -0.00144188 -0.01894419 0.00000980 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.800000 -0.00153647 -0.01889348 0.00001089 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.805000 -0.00163078 -0.01883028 0.00001490 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.810000 -0.00172471 -0.01874045 0.00002175 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.815000 -0.00181809 -0.01860995 0.00003150 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.820000 -0.00191067 -0.01842334 0.00004463 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.825000 -0.00200211 -0.01815128 0.00006636 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.830000 -0.00209192 -0.01777527 0.00008703 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.835000 -0.00217966 -0.01731938 0.00009895 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.840000 -0.00226503 -0.01682920 0.00010102 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.845000 -0.00234798 -0.01634950 0.00009468 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.850000 -0.00242865 -0.01592081 0.00008021 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.855000 -0.00250740 -0.01557710 0.00006001 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.860000 -0.00258469 -0.01534144 0.00003613 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.865000 -0.00266111 -0.01522678 0.00001064 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.870000 -0.00273726 -0.01523316 -0.00001324 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
25.875000 -0.00281372 -0.01535074 -0.00003473 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
25.880000 -0.00289100 -0.01555911 -0.00005028 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
25.885000 -0.00296944 -0.01581688 -0.00005488 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
25.890000 -0.00304918 -0.01607812 -0.00005169 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
25.895000 -0.00313015 -0.01631171 -0.00004360 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
25.900000 -0.00321218 -0.01649963 -0.00003306 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
25.905000 -0.00329501 -0.01663483 -0.00002210 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
25.910000 -0.00337838 -0.01670977 -0.00000847 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
25.915000 -0.00346196 -0.01672298 0.00000308 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.920000 -0.00354547 -0.01668143 0.00001387 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.925000 -0.00362860 -0.01657245 0.00003059 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.930000 -0.00371100 -0.01638487 0.00004594 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.935000 -0.00379232 -0.01614462 0.00005208 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.940000 -0.00387240 -0.01588929 0.00005209 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.945000 -0.00395122 -0.01563521 0.00005157 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.950000 -0.00402877 -0.01538795 0.00004930 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.955000 -0.00410513 -0.01515345 0.00004636 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.960000 -0.00418031 -0.01491747 0.00004990 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.965000 -0.00425425 -0.01465928 0.00005543 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.970000 -0.00432686 -0.01438482 0.00005654 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.975000 -0.00439811 -0.01411596 0.00005314 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.980000 -0.00446804 -0.01385599 0.00005291 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.985000 -0.00453666 -0.01359063 0.00005534 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.990000 -0.00460389 -0.01330234 0.00006227 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
25.995000 -0.00466956 -0.01296599 0.00007494 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.000000 -0.00473338 -0.01256463 0.00008880 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.005000 -0.00479506 -0.01210566 0.00009844 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.010000 -0.00485434 -0.01160759 0.00010475 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.015000 -0.00491112 -0.01110349 0.00010091 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.020000 -0.00496544 -0.01062304 0.00009509 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.025000 -0.00501737 -0.01015085 0.00009754 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.030000 -0.00506691 -0.00966556 0.00010044 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.035000 -0.00511402 -0.00917675 0.00009897 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.040000 -0.00515872 -0.00870296 0.00009432 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.045000 -0.00520111 -0.00825499 0.00008843 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.050000 -0.00524134 -0.00783609 0.00008246 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.055000 -0.00527955 -0.00744543 0.00007691 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.060000 -0.00531585 -0.00707757 0.00007316 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.065000 -0.00535031 -0.00670526 0.00007873 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.070000 -0.00538286 -0.00631316 0.00008123 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.075000 -0.00541344 -0.00592108 0.00007872 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.080000 -0.00544212 -0.00555110 0.00007222 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.085000 -0.00546905 -0.00521898 0.00006327 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.090000 -0.00549443 -0.00493451 0.00005278 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.095000 -0.00551851 -0.00469819 0.00004363 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.100000 -0.00554148 -0.00448780 0.00004220 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.105000 -0.00556341 -0.00428685 0.00003978 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.110000 -0.00558438 -0.00409981 0.00003653 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.115000 -0.00560446 -0.00393195 0.00003195 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.120000 -0.00562373 -0.00377805 0.00003083 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.125000 -0.00564221 -0.00361099 0.00003732 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.130000 -0.00565976 -0.00340842 0.00004532 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.135000 -0.00567621 -0.00317096 0.00005155 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.140000 -0.00569139 -0.00290368 0.00005749 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.145000 -0.00570518 -0.00261113 0.00006186 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.150000 -0.00571747 -0.00230490 0.00006307 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.155000 -0.00572824 -0.00200196 0.00006052 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.160000 -0.00573754 -0.00171801 0.00005532 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.165000 -0.00574549 -0.00146445 0.00004812 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.170000 -0.00575229 -0.00125408 0.00003770 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.175000 -0.00575816 -0.00109438 0.00002745 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.180000 -0.00576336 -0.00098599 0.00001677 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.185000 -0.00576815 -0.00092807 0.00000686 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.190000 -0.00577275 -0.00091374 -0.00000101 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.195000 -0.00577737 -0.00093366 -0.00000711 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.200000 -0.00578215 -0.00098090 -0.00001216 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.205000 -0.00578722 -0.00104562 -0.00001424 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.210000 -0.00579262 -0.00111183 -0.00001276 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.215000 -0.00579835 -0.00118164 -0.00001572 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.220000 -0.00580450 -0.00127941 -0.00002417 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.225000 -0.00581123 -0.00141277 -0.00003023 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.230000 -0.00581868 -0.00156489 -0.00003182 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.235000 -0.00582688 -0.00171646 -0.00003001 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.240000 -0.00583578 -0.00184403 -0.00002203 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.245000 -0.00584521 -0.00192723 -0.00001191 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.250000 -0.00585493 -0.00196190 -0.00000223 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.255000 -0.00586473 -0.00195674 0.00000433 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.260000 -0.00587445 -0.00193186 0.00000582 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.265000 -0.00588405 -0.00190837 0.00000377 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.270000 -0.00589359 -0.00190907 -0.00000405 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.275000 -0.00590328 -0.00196499 -0.00001876 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.280000 -0.00591344 -0.00210030 -0.00003644 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.285000 -0.00592447 -0.00231027 -0.00004922 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.290000 -0.00593665 -0.00256062 -0.00005291 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.295000 -0.00595009 -0.00281565 -0.00005113 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.300000 -0.00596478 -0.00306028 -0.00004867 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.305000 -0.00598065 -0.00329088 -0.00004540 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.310000 -0.00599765 -0.00350711 -0.00004281 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.315000 -0.00601571 -0.00371747 -0.00004301 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.320000 -0.00603480 -0.00391806 -0.00003883 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.325000 -0.00605481 -0.00408614 -0.00002974 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.330000 -0.00607557 -0.00421766 -0.00002391 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.335000 -0.00609691 -0.00431929 -0.00001754 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.340000 -0.00611863 -0.00436921 -0.00000282 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.345000 -0.00614042 -0.00434502 0.00001269 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.350000 -0.00616188 -0.00423881 0.00003064 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.355000 -0.00618257 -0.00403754 0.00005147 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.360000 -0.00620202 -0.00374356 0.00006846 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.365000 -0.00621984 -0.00338353 0.00007842 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.370000 -0.00623576 -0.00298600 0.00008375 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.375000 -0.00624965 -0.00257097 0.00008556 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.380000 -0.00626146 -0.00215230 0.00008524 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.385000 -0.00627119 -0.00173865 0.00008352 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.390000 -0.00627889 -0.00134003 0.00007910 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.395000 -0.00628463 -0.00095538 0.00007782 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.400000 -0.00628844 -0.00057088 0.00007905 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.405000 -0.00629031 -0.00017449 0.00008266 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.410000 -0.00629011 0.00025460 0.00009239 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.415000 -0.00628768 0.00071706 0.00009627 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.420000 -0.00628292 0.00118513 0.00009468 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.425000 -0.00627584 0.00164708 0.00009377 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.430000 -0.00626648 0.00209807 0.00009021 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.435000 -0.00625495 0.00251165 0.00007851 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.440000 -0.00624151 0.00286619 0.00006613 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.445000 -0.00622642 0.00317040 0.00005798 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.450000 -0.00620988 0.00344370 0.00005352 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.455000 -0.00619201 0.00370362 0.00005252 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.460000 -0.00617288 0.00395119 0.00004848 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.465000 -0.00615258 0.00416597 0.00003914 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.470000 -0.00613133 0.00433465 0.00002967 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.475000 -0.00610932 0.00446864 0.00002499 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.480000 -0.00608669 0.00458613 0.00002294 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.485000 -0.00606348 0.00469503 0.00002148 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.490000 -0.00603977 0.00478830 0.00001657 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.495000 -0.00601568 0.00484943 0.00000837 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.500000 -0.00599138 0.00487108 0.00000046 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.505000 -0.00596706 0.00485684 -0.00000627 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.510000 -0.00594286 0.00482402 -0.00000712 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.515000 -0.00591882 0.00478963 -0.00000691 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.520000 -0.00589496 0.00475510 -0.00000718 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.525000 -0.00587125 0.00473077 -0.00000275 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.530000 -0.00584762 0.00472071 -0.00000135 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.535000 -0.00582405 0.00470829 -0.00000372 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.540000 -0.00580057 0.00468270 -0.00000672 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.545000 -0.00577727 0.00463807 -0.00001149 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.550000 -0.00575426 0.00456445 -0.00001855 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.555000 -0.00573167 0.00447291 -0.00001879 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.560000 -0.00570952 0.00438638 -0.00001651 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.565000 -0.00568775 0.00432205 -0.00000973 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.570000 -0.00566619 0.00430160 0.00000139 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.575000 -0.00564459 0.00433875 0.00001377 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.580000 -0.00562266 0.00443358 0.00002492 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.585000 -0.00560013 0.00457816 0.00003407 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.590000 -0.00557675 0.00477239 0.00004517 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.595000 -0.00555229 0.00501229 0.00005270 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.600000 -0.00552658 0.00527206 0.00005328 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.605000 -0.00549959 0.00552447 0.00004969 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.610000 -0.00547140 0.00574994 0.00004229 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.615000 -0.00544222 0.00592384 0.00002866 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.620000 -0.00541232 0.00603279 0.00001579 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.625000 -0.00538199 0.00610283 0.00001279 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.630000 -0.00535133 0.00616012 0.00001058 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.635000 -0.00532045 0.00618953 0.00000141 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.640000 -0.00528957 0.00616508 -0.00001139 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.645000 -0.00525895 0.00608088 -0.00002296 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.650000 -0.00522889 0.00594373 -0.00003299 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.655000 -0.00519961 0.00576690 -0.00003915 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.660000 -0.00517125 0.00558073 -0.00003680 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.665000 -0.00514375 0.00541845 -0.00002940 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.670000 -0.00511695 0.00529977 -0.00001902 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.675000 -0.00509064 0.00522731 -0.00001054 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.680000 -0.00506460 0.00518634 -0.00000617 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.685000 -0.00503875 0.00515418 -0.00000695 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.690000 -0.00501308 0.00511503 -0.00000902 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.695000 -0.00498763 0.00506458 -0.00001156 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.700000 -0.00496245 0.00500450 -0.00001295 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.705000 -0.00493759 0.00494105 -0.00001294 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.710000 -0.00491309 0.00486106 -0.00001969 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.715000 -0.00488910 0.00473166 -0.00003310 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.720000 -0.00486592 0.00454264 -0.00004401 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.725000 -0.00484373 0.00433295 -0.00004153 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.730000 -0.00482250 0.00415815 -0.00002978 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.735000 -0.00480197 0.00405328 -0.00001300 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.740000 -0.00478175 0.00403620 0.00000603 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.745000 -0.00476142 0.00409659 0.00001861 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.750000 -0.00474068 0.00419968 0.00002345 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.755000 -0.00471941 0.00430796 0.00002072 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.760000 -0.00469767 0.00438523 0.00001080 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
26.765000 -0.00467569 0.00440727 -0.00000181 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.770000 -0.00465378 0.00435854 -0.00001807 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.775000 -0.00463232 0.00422349 -0.00003702 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.780000 -0.00461177 0.00399823 -0.00005488 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
26.785000 -0.00459252 0.00370021 -0.00006670 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
